                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.49077,                0.42873,                0.96288,                0.97305,                0.97015,                0.97765,                0.92435,                0.35833,                0.34229,                0.81639,              0.0010729,              0.0010729,              0.0010729
                     38,                0.50589,                0.45024,                0.98544,                0.97587,                 0.9725,                0.98119,                0.92122,                0.37334,                0.34291,                0.82012,              0.0010564,              0.0010564,              0.0010564
                     39,                0.52044,                0.45728,                0.98352,                0.97125,                0.98933,                0.98196,                0.92352,                0.36439,                0.32694,                0.82252,              0.0010399,              0.0010399,              0.0010399
                     40,                0.52028,                0.45517,                 1.0065,                0.97002,                 0.9771,                0.98466,                0.91922,                0.37057,                0.34107,                 0.8191,              0.0010234,              0.0010234,              0.0010234
                     41,                 0.5002,                0.44354,                 0.9697,                0.97324,                0.96791,                 0.9839,                0.91801,                0.36844,                0.33297,                0.81821,              0.0010069,              0.0010069,              0.0010069
                     42,                0.48389,                0.41329,                0.96491,                0.98658,                0.98927,                0.98435,                0.92412,                0.35979,                0.31912,                0.81204,             0.00099036,             0.00099036,             0.00099036
                     43,                0.47477,                0.38912,                0.94291,                0.98372,                0.97964,                0.98578,                0.91166,                0.38028,                0.32057,                0.81543,             0.00097386,             0.00097386,             0.00097386
                     44,                0.49574,                0.43628,                0.97354,                0.98528,                0.98441,                0.98615,                0.93742,                 0.3601,                0.31261,                0.81189,             0.00095736,             0.00095736,             0.00095736
                     45,                0.47551,                0.41867,                0.95483,                0.96764,                0.99468,                  0.984,                0.92533,                0.37111,                0.32376,                0.82145,             0.00094085,             0.00094085,             0.00094085
                     46,                0.46473,                0.39532,                0.95163,                0.97971,                0.97502,                 0.9851,                0.94271,                0.34147,                0.33652,                0.80476,             0.00092435,             0.00092435,             0.00092435
                     47,                0.45618,                0.38998,                0.94594,                0.97919,                 0.9787,                0.98396,                0.94462,                0.32623,                 0.3096,                0.80426,             0.00090785,             0.00090785,             0.00090785
                     48,                0.48224,                0.41991,                0.98087,                0.96801,                0.98765,                0.98206,                0.94316,                0.33135,                0.31068,                0.80147,             0.00089134,             0.00089134,             0.00089134
                     49,                 0.4679,                0.39438,                0.94813,                0.97425,                0.98774,                0.98442,                0.93937,                0.33483,                0.29565,                0.80544,             0.00087484,             0.00087484,             0.00087484
                     50,                0.45285,                0.37852,                0.94599,                0.98406,                0.99364,                0.98437,                0.95141,                0.32447,                0.27079,                0.80246,             0.00085834,             0.00085834,             0.00085834
                     51,                0.43613,                 0.3793,                0.93385,                0.97684,                0.99306,                0.98525,                0.93984,                0.32949,                0.28887,                0.80174,             0.00084184,             0.00084184,             0.00084184
                     52,                0.44523,                0.38692,                0.94608,                0.97755,                0.99842,                0.98724,                 0.9441,                0.33861,                0.29287,                 0.8072,             0.00082533,             0.00082533,             0.00082533
                     53,                0.43875,                0.37078,                0.92862,                0.97937,                0.99277,                0.98464,                0.94248,                0.34988,                0.29155,                0.81686,             0.00080883,             0.00080883,             0.00080883
                     54,                0.43115,                0.39053,                0.94011,                 0.9704,                0.98774,                 0.9774,                0.92703,                0.35657,                0.32214,                0.81434,             0.00079233,             0.00079233,             0.00079233
                     55,                0.44879,                0.38718,                0.94954,                0.96666,                0.99468,                0.98303,                0.94077,                0.33655,                0.29187,                0.80864,             0.00077582,             0.00077582,             0.00077582
                     56,                0.43179,                0.36896,                0.93339,                0.98027,                0.98095,                0.98443,                0.94506,                 0.3276,                0.26888,                0.79671,             0.00075932,             0.00075932,             0.00075932
                     57,                0.43986,                0.38059,                 0.9302,                0.97834,                0.98404,                0.98376,                 0.9349,                0.33167,                0.28921,                0.80179,             0.00074282,             0.00074282,             0.00074282
                     58,                0.41516,                0.36247,                0.93052,                0.97704,                0.99198,                0.98352,                0.94393,                0.31738,                0.28045,                0.79547,             0.00072631,             0.00072631,             0.00072631
                     59,                0.42165,                0.35477,                0.93088,                0.98535,                0.98885,                0.98483,                0.95194,                0.31826,                0.27268,                0.79759,             0.00070981,             0.00070981,             0.00070981
                     60,                 0.4249,                0.37661,                0.94183,                0.98045,                0.99442,                0.98414,                 0.9493,                 0.3123,                0.28191,                0.79501,             0.00069331,             0.00069331,             0.00069331
                     61,                0.43523,                0.36503,                0.93501,                0.97553,                0.98855,                0.98545,                0.94357,                0.32612,                0.28697,                0.80289,              0.0006768,              0.0006768,              0.0006768
                     62,                0.39694,                0.34937,                0.92053,                0.97225,                0.99543,                0.98576,                0.95005,                0.31897,                0.26816,                0.79516,              0.0006603,              0.0006603,              0.0006603
                     63,                0.40956,                0.36658,                0.93353,                0.98684,                0.99605,                0.98623,                0.94805,                  0.308,                0.25974,                0.79554,              0.0006438,              0.0006438,              0.0006438
                     64,                0.39686,                0.33677,                0.92025,                0.97468,                0.99683,                0.98473,                  0.941,                 0.3221,                0.27786,                 0.7935,             0.00062729,             0.00062729,             0.00062729
                     65,                0.41545,                 0.3644,                 0.9194,                0.97326,                0.99973,                0.98566,                0.94812,                0.31147,                0.26589,                0.78988,             0.00061079,             0.00061079,             0.00061079
                     66,                0.40595,                0.34676,                0.92751,                0.98083,                0.99928,                0.98865,                0.95461,                0.30172,                0.23601,                0.78971,             0.00059429,             0.00059429,             0.00059429
                     67,                0.39419,                0.34652,                0.91764,                0.97346,                      1,                0.98705,                0.95481,                0.31123,                0.24208,                0.79425,             0.00057778,             0.00057778,             0.00057778
                     68,                0.40317,                0.35001,                0.92625,                0.97966,                      1,                 0.9802,                0.94824,                0.30671,                0.26379,                0.79364,             0.00056128,             0.00056128,             0.00056128
                     69,                0.38538,                0.33719,                0.91228,                0.97381,                0.99834,                0.97842,                0.94737,                0.30046,                0.24732,                0.79382,             0.00054478,             0.00054478,             0.00054478
                     70,                0.39784,                0.32906,                0.91445,                0.98674,                      1,                 0.9861,                0.94963,                0.30988,                0.23213,                0.79311,             0.00052827,             0.00052827,             0.00052827
                     71,                0.40466,                0.34022,                0.92262,                0.98786,                  0.998,                0.98752,                0.95786,                 0.3096,                 0.2345,                0.79314,             0.00051177,             0.00051177,             0.00051177
                     72,                0.39174,                0.32176,                0.91448,                0.98626,                0.99626,                 0.9875,                0.95802,                0.30238,                 0.2236,                0.79337,             0.00049527,             0.00049527,             0.00049527
                     73,                 0.3692,                0.31289,                0.90612,                0.98472,                      1,                0.98587,                0.94907,                0.29649,                0.23401,                0.78958,             0.00047876,             0.00047876,             0.00047876
                     74,                0.38855,                0.31235,                0.92073,                0.98009,                0.99625,                0.98476,                0.95904,                 0.2899,                0.23123,                0.78791,             0.00046226,             0.00046226,             0.00046226
                     75,                0.35353,                0.30077,                0.89881,                0.98654,                0.99624,                0.98536,                0.96089,                0.27235,                0.22864,                0.78431,             0.00044576,             0.00044576,             0.00044576
                     76,                0.38338,                0.29895,                0.91424,                0.98676,                      1,                0.98616,                0.95774,                0.29694,                0.22679,                0.79075,             0.00042925,             0.00042925,             0.00042925
                     77,                0.36808,                0.29675,                0.89387,                0.98594,                      1,                0.98617,                 0.9615,                0.27818,                0.23027,                0.78387,             0.00041275,             0.00041275,             0.00041275
                     78,                0.36223,                0.29517,                0.90708,                0.98727,                 0.9954,                0.98686,                0.95938,                0.28005,                0.22034,                0.78362,             0.00039625,             0.00039625,             0.00039625
                     79,                0.38048,                0.30351,                0.91792,                0.98739,                 0.9955,                0.98642,                0.96349,                0.28277,                0.22094,                 0.7847,             0.00037974,             0.00037974,             0.00037974
                     80,                0.34954,                0.29901,                0.89135,                0.97973,                0.99507,                0.98497,                0.95843,                 0.2797,                0.22259,                0.78487,             0.00036324,             0.00036324,             0.00036324
                     81,                 0.3701,                0.29234,                0.89995,                0.98066,                      1,                0.98427,                0.95401,                0.28833,                0.22585,                0.79117,             0.00034674,             0.00034674,             0.00034674
                     82,                0.34722,                0.27744,                0.88382,                0.98746,                0.99833,                0.98431,                 0.9534,                0.27817,                0.22129,                0.78662,             0.00033023,             0.00033023,             0.00033023
                     83,                0.35877,                0.28864,                0.90104,                0.98547,                      1,                0.98431,                0.95026,                0.29223,                0.22388,                0.79045,             0.00031373,             0.00031373,             0.00031373
                     84,                0.35192,                0.29461,                0.90155,                0.98424,                      1,                0.98461,                0.95264,                0.27815,                0.21809,                0.78347,             0.00029723,             0.00029723,             0.00029723
                     85,                0.33781,                0.28007,                 0.9009,                0.98649,                      1,                0.98405,                0.95355,                0.28632,                0.21326,                0.78779,             0.00028072,             0.00028072,             0.00028072
                     86,                 0.3409,                0.28432,                0.89647,                0.98646,                      1,                0.98457,                0.96013,                0.28204,                0.21669,                0.78312,             0.00026422,             0.00026422,             0.00026422
                     87,                0.32701,                0.26954,                0.88023,                0.98373,                0.99933,                0.98405,                0.96069,                  0.275,                0.21392,                0.78145,             0.00024772,             0.00024772,             0.00024772
                     88,                0.33184,                0.27844,                0.89818,                0.98188,                0.99904,                0.98552,                0.96394,                0.27371,                0.20983,                0.78061,             0.00023121,             0.00023121,             0.00023121
                     89,                  0.346,                0.27881,                 0.8959,                0.98674,                      1,                0.98607,                0.96577,                0.27023,                0.20479,                0.77952,             0.00021471,             0.00021471,             0.00021471
                     90,                 0.3398,                 0.2812,                0.90942,                0.98692,                      1,                0.98521,                0.96477,                0.27158,                0.21014,                0.78191,             0.00019821,             0.00019821,             0.00019821
                     91,                0.23734,                0.20714,                0.79943,                0.98704,                      1,                 0.9854,                0.96156,                 0.2741,                 0.2061,                0.78114,              0.0001817,              0.0001817,              0.0001817
                     92,                0.24068,                0.20777,                0.80935,                0.98678,                      1,                0.98526,                0.96448,                0.27558,                0.20545,                0.78342,              0.0001652,              0.0001652,              0.0001652
                     93,                0.24328,                0.20595,                0.80796,                0.98649,                      1,                0.98585,                0.96525,                0.26663,                0.19703,                0.78326,              0.0001487,              0.0001487,              0.0001487
                     94,                0.24387,                 0.2002,                0.81461,                0.98675,                      1,                0.98616,                0.96618,                0.27213,                0.19392,                0.78353,             0.00013219,             0.00013219,             0.00013219
                     95,                0.23548,                0.20012,                0.80023,                0.98622,                      1,                0.98562,                0.96862,                0.26582,                0.19242,                0.78223,             0.00011569,             0.00011569,             0.00011569
                     96,                0.23184,                0.19861,                0.80041,                0.98619,                      1,                0.98546,                0.96924,                0.26025,                0.19432,                0.78115,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.22858,                0.18818,                0.80315,                0.98636,                      1,                0.98516,                  0.969,                0.26306,                0.18892,                 0.7813,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 0.2275,                0.18818,                0.80781,                0.98644,                      1,                0.98519,                0.96781,                0.26205,                0.18768,                0.78062,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.22559,                0.18411,                0.79877,                0.98654,                      1,                0.98519,                0.96594,                0.25778,                0.18965,                0.77831,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.21904,                0.17428,                0.79521,                0.98646,                      1,                0.98519,                0.96777,                0.25704,                0.18944,                0.77793,             3.3173e-05,             3.3173e-05,             3.3173e-05
